NIM,Nama Mahasiswa,Jenis Kelamin,Tanggal Lahir,Alamat,Program Studi,Tahun Masuk
NIM01396,Mahasiswa_1396,Perempuan,11/28/1997 0:00,Jakarta,Manajemen,2020
NIM01397,Mahasiswa_1397,Laki-Laki,2/7/1996 0:00,Medan,Akuntansi,2021
NIM01398,Mahasiswa_1398,Laki-Laki,7/30/2002 0:00,Medan,Teknik Informatika,2018
NIM01399,Mahasiswa_1399,Perempuan,11/22/2000 0:00,Medan,Manajemen,2023
NIM01400,Mahasiswa_1400,Laki-Laki,9/6/1995 0:00,Surabaya,Kedokteran,2019
NIM01401,Mahasiswa_1401,Laki-Laki,8/15/1995 0:00,Bandung,Hukum,2018
NIM01402,Mahasiswa_1402,Laki-Laki,2/17/2001 0:00,Yogyakarta,Kedokteran,2017
NIM01403,Mahasiswa_1403,Laki-Laki,1/18/2002 0:00,Medan,Hukum,2022
NIM01404,Mahasiswa_1404,Perempuan,10/22/1999 0:00,Jakarta,Teknik Informatika,2020
NIM01405,Mahasiswa_1405,Perempuan,7/15/1999 0:00,Medan,Hukum,2017
NIM01406,Mahasiswa_1406,Perempuan,7/6/1998 0:00,Bandung,Manajemen,2021
NIM01407,Mahasiswa_1407,Perempuan,12/10/2000 0:00,Bandung,Hukum,2020
NIM01408,Mahasiswa_1408,Laki-Laki,8/11/2000 0:00,Yogyakarta,Akuntansi,2019
NIM01409,Mahasiswa_1409,Laki-Laki,11/14/1997 0:00,Surabaya,Manajemen,2020
NIM01410,Mahasiswa_1410,Perempuan,12/31/2003 0:00,Yogyakarta,Teknik Informatika,2022
NIM01411,Mahasiswa_1411,Perempuan,12/3/2001 0:00,Medan,Manajemen,2023
NIM01412,Mahasiswa_1412,Perempuan,8/17/1995 0:00,Jakarta,Akuntansi,2018
NIM01413,Mahasiswa_1413,Laki-Laki,3/18/2001 0:00,Yogyakarta,Teknik Informatika,2022
NIM01414,Mahasiswa_1414,Perempuan,7/7/1999 0:00,Surabaya,Kedokteran,2023
NIM01415,Mahasiswa_1415,Perempuan,12/12/1999 0:00,Yogyakarta,Akuntansi,2022
NIM01416,Mahasiswa_1416,Perempuan,9/26/1996 0:00,Bandung,Teknik Informatika,2018
NIM01417,Mahasiswa_1417,Laki-Laki,4/5/1998 0:00,Medan,Hukum,2020
NIM01418,Mahasiswa_1418,Laki-Laki,11/5/2000 0:00,Medan,Manajemen,2021
NIM01419,Mahasiswa_1419,Laki-Laki,5/11/2004 0:00,Medan,Teknik Informatika,2018
NIM01420,Mahasiswa_1420,Laki-Laki,2/8/2001 0:00,Medan,Manajemen,2018
NIM01421,Mahasiswa_1421,Laki-Laki,3/13/1999 0:00,Medan,Hukum,2023
NIM01422,Mahasiswa_1422,Laki-Laki,10/8/2003 0:00,Medan,Teknik Informatika,2019
NIM01423,Mahasiswa_1423,Laki-Laki,11/29/1997 0:00,Jakarta,Kedokteran,2020
NIM01424,Mahasiswa_1424,Laki-Laki,6/9/1995 0:00,Surabaya,Akuntansi,2018
NIM01425,Mahasiswa_1425,Perempuan,7/6/1998 0:00,Medan,Teknik Informatika,2021
NIM01426,Mahasiswa_1426,Perempuan,7/10/2003 0:00,Surabaya,Hukum,2017
NIM01427,Mahasiswa_1427,Laki-Laki,4/30/1998 0:00,Medan,Teknik Informatika,2020
NIM01428,Mahasiswa_1428,Laki-Laki,8/7/1996 0:00,Yogyakarta,Manajemen,2019
NIM01429,Mahasiswa_1429,Perempuan,2/22/2004 0:00,Medan,Teknik Informatika,2022
NIM01430,Mahasiswa_1430,Laki-Laki,8/10/1999 0:00,Bandung,Kedokteran,2018
NIM01431,Mahasiswa_1431,Laki-Laki,5/11/1997 0:00,Jakarta,Teknik Informatika,2021
NIM01432,Mahasiswa_1432,Laki-Laki,8/25/2003 0:00,Yogyakarta,Akuntansi,2020
NIM01433,Mahasiswa_1433,Perempuan,9/3/1998 0:00,Yogyakarta,Teknik Informatika,2021
NIM01434,Mahasiswa_1434,Perempuan,8/13/2000 0:00,Bandung,Manajemen,2021
NIM01435,Mahasiswa_1435,Perempuan,7/26/1996 0:00,Medan,Teknik Informatika,2023
NIM01436,Mahasiswa_1436,Perempuan,4/5/2000 0:00,Jakarta,Kedokteran,2022
NIM01437,Mahasiswa_1437,Perempuan,7/19/1997 0:00,Yogyakarta,Hukum,2019
NIM01438,Mahasiswa_1438,Laki-Laki,9/4/2003 0:00,Jakarta,Teknik Informatika,2020
NIM01439,Mahasiswa_1439,Perempuan,3/12/1996 0:00,Yogyakarta,Teknik Informatika,2018
NIM01440,Mahasiswa_1440,Laki-Laki,11/14/2003 0:00,Medan,Akuntansi,2019
NIM01441,Mahasiswa_1441,Laki-Laki,7/4/1999 0:00,Yogyakarta,Kedokteran,2018
NIM01442,Mahasiswa_1442,Perempuan,1/6/2002 0:00,Yogyakarta,Hukum,2017
NIM01443,Mahasiswa_1443,Perempuan,7/24/1996 0:00,Surabaya,Manajemen,2021
NIM01444,Mahasiswa_1444,Laki-Laki,2/1/2000 0:00,Medan,Teknik Informatika,2017
NIM01445,Mahasiswa_1445,Laki-Laki,4/9/1997 0:00,Bandung,Hukum,2023
NIM01446,Mahasiswa_1446,Laki-Laki,9/12/2004 0:00,Bandung,Manajemen,2021
NIM01447,Mahasiswa_1447,Perempuan,7/6/1999 0:00,Medan,Kedokteran,2022
NIM01448,Mahasiswa_1448,Perempuan,3/17/2002 0:00,Bandung,Kedokteran,2019
NIM01449,Mahasiswa_1449,Perempuan,6/25/2004 0:00,Medan,Hukum,2018
NIM01450,Mahasiswa_1450,Perempuan,11/11/1995 0:00,Bandung,Manajemen,2023
NIM01451,Mahasiswa_1451,Perempuan,10/14/1999 0:00,Surabaya,Kedokteran,2022
NIM01452,Mahasiswa_1452,Laki-Laki,12/15/1997 0:00,Bandung,Hukum,2018
NIM01453,Mahasiswa_1453,Perempuan,9/12/1998 0:00,Yogyakarta,Kedokteran,2019
NIM01454,Mahasiswa_1454,Laki-Laki,11/20/1996 0:00,Medan,Kedokteran,2020
NIM01455,Mahasiswa_1455,Laki-Laki,7/9/2003 0:00,Jakarta,Kedokteran,2023
NIM01456,Mahasiswa_1456,Laki-Laki,11/4/1997 0:00,Jakarta,Akuntansi,2017
NIM01457,Mahasiswa_1457,Perempuan,12/10/1996 0:00,Medan,Manajemen,2017
NIM01458,Mahasiswa_1458,Perempuan,5/6/2004 0:00,Surabaya,Hukum,2018
NIM01459,Mahasiswa_1459,Perempuan,10/14/2003 0:00,Bandung,Hukum,2018
NIM01460,Mahasiswa_1460,Laki-Laki,9/11/2001 0:00,Surabaya,Manajemen,2018
NIM01461,Mahasiswa_1461,Laki-Laki,7/31/2000 0:00,Jakarta,Manajemen,2023
NIM01462,Mahasiswa_1462,Laki-Laki,9/7/1995 0:00,Medan,Manajemen,2019
NIM01463,Mahasiswa_1463,Laki-Laki,3/25/1999 0:00,Medan,Manajemen,2020
NIM01464,Mahasiswa_1464,Laki-Laki,1/13/1997 0:00,Surabaya,Teknik Informatika,2017
NIM01465,Mahasiswa_1465,Laki-Laki,2/14/1995 0:00,Surabaya,Hukum,2022
NIM01466,Mahasiswa_1466,Perempuan,5/7/1998 0:00,Bandung,Teknik Informatika,2021
NIM01467,Mahasiswa_1467,Perempuan,4/23/1996 0:00,Yogyakarta,Kedokteran,2023
NIM01468,Mahasiswa_1468,Perempuan,10/2/1996 0:00,Yogyakarta,Kedokteran,2023
NIM01469,Mahasiswa_1469,Perempuan,7/24/1997 0:00,Bandung,Hukum,2019
NIM01470,Mahasiswa_1470,Laki-Laki,12/3/2002 0:00,Yogyakarta,Kedokteran,2017
NIM01471,Mahasiswa_1471,Laki-Laki,9/30/2002 0:00,Jakarta,Manajemen,2020
NIM01472,Mahasiswa_1472,Perempuan,2/27/2001 0:00,Yogyakarta,Teknik Informatika,2019
NIM01473,Mahasiswa_1473,Laki-Laki,11/23/2000 0:00,Bandung,Manajemen,2022
NIM01474,Mahasiswa_1474,Perempuan,8/7/2003 0:00,Yogyakarta,Kedokteran,2017
NIM01475,Mahasiswa_1475,Perempuan,4/19/1998 0:00,Medan,Teknik Informatika,2019
NIM01476,Mahasiswa_1476,Perempuan,10/6/1995 0:00,Surabaya,Manajemen,2017
NIM01477,Mahasiswa_1477,Laki-Laki,6/23/2002 0:00,Jakarta,Hukum,2017
NIM01478,Mahasiswa_1478,Perempuan,11/24/2001 0:00,Medan,Manajemen,2023
NIM01479,Mahasiswa_1479,Perempuan,9/21/2001 0:00,Medan,Kedokteran,2020
NIM01480,Mahasiswa_1480,Perempuan,11/11/1997 0:00,Bandung,Teknik Informatika,2023
NIM01481,Mahasiswa_1481,Laki-Laki,4/21/1998 0:00,Surabaya,Hukum,2021
NIM01482,Mahasiswa_1482,Laki-Laki,7/5/2004 0:00,Surabaya,Teknik Informatika,2020
NIM01483,Mahasiswa_1483,Perempuan,9/26/2003 0:00,Jakarta,Hukum,2017
NIM01484,Mahasiswa_1484,Laki-Laki,8/16/2000 0:00,Bandung,Teknik Informatika,2019
NIM01485,Mahasiswa_1485,Laki-Laki,6/5/1999 0:00,Jakarta,Kedokteran,2022
NIM01486,Mahasiswa_1486,Laki-Laki,7/8/1997 0:00,Yogyakarta,Hukum,2020
NIM01487,Mahasiswa_1487,Laki-Laki,9/29/2003 0:00,Medan,Akuntansi,2021
NIM01488,Mahasiswa_1488,Laki-Laki,1/2/1999 0:00,Jakarta,Teknik Informatika,2017
NIM01489,Mahasiswa_1489,Laki-Laki,9/3/1999 0:00,Medan,Teknik Informatika,2022
NIM01490,Mahasiswa_1490,Laki-Laki,7/29/1998 0:00,Bandung,Manajemen,2020
NIM01491,Mahasiswa_1491,Laki-Laki,10/13/1998 0:00,Yogyakarta,Hukum,2023
NIM01492,Mahasiswa_1492,Laki-Laki,12/25/1995 0:00,Bandung,Akuntansi,2023
NIM01493,Mahasiswa_1493,Laki-Laki,1/13/2001 0:00,Yogyakarta,Kedokteran,2020
NIM01494,Mahasiswa_1494,Perempuan,4/6/2003 0:00,Yogyakarta,Manajemen,2020
NIM01495,Mahasiswa_1495,Perempuan,8/9/1997 0:00,Medan,Akuntansi,2020
NIM01496,Mahasiswa_1496,Laki-Laki,8/25/1996 0:00,Bandung,Hukum,2022
NIM01497,Mahasiswa_1497,Perempuan,4/4/1997 0:00,Bandung,Akuntansi,2023
NIM01498,Mahasiswa_1498,Perempuan,12/4/1995 0:00,Jakarta,Teknik Informatika,2019
NIM01499,Mahasiswa_1499,Laki-Laki,9/25/2000 0:00,Bandung,Teknik Informatika,2021
NIM01500,Mahasiswa_1500,Laki-Laki,6/20/2001 0:00,Jakarta,Manajemen,2021
NIM01501,Mahasiswa_1501,Laki-Laki,4/3/1996 0:00,Surabaya,Hukum,2017
NIM01502,Mahasiswa_1502,Perempuan,5/29/2002 0:00,Surabaya,Hukum,2018
NIM01503,Mahasiswa_1503,Perempuan,4/21/2000 0:00,Surabaya,Akuntansi,2019
NIM01504,Mahasiswa_1504,Laki-Laki,2/24/1998 0:00,Bandung,Manajemen,2023
NIM01505,Mahasiswa_1505,Laki-Laki,12/3/1999 0:00,Bandung,Hukum,2017
NIM01506,Mahasiswa_1506,Laki-Laki,4/26/2002 0:00,Jakarta,Teknik Informatika,2017
NIM01507,Mahasiswa_1507,Perempuan,5/23/1997 0:00,Yogyakarta,Akuntansi,2020
NIM01508,Mahasiswa_1508,Perempuan,7/20/1997 0:00,Jakarta,Kedokteran,2018
NIM01509,Mahasiswa_1509,Perempuan,6/29/1998 0:00,Surabaya,Teknik Informatika,2023
NIM01510,Mahasiswa_1510,Perempuan,7/21/1995 0:00,Jakarta,Manajemen,2018
NIM01511,Mahasiswa_1511,Laki-Laki,12/30/2003 0:00,Yogyakarta,Hukum,2019
NIM01512,Mahasiswa_1512,Laki-Laki,2/22/2002 0:00,Bandung,Teknik Informatika,2018
NIM01513,Mahasiswa_1513,Laki-Laki,6/29/2002 0:00,Jakarta,Kedokteran,2017
NIM01514,Mahasiswa_1514,Laki-Laki,11/8/2004 0:00,Surabaya,Kedokteran,2018
NIM01515,Mahasiswa_1515,Perempuan,11/3/2000 0:00,Surabaya,Manajemen,2018
NIM01516,Mahasiswa_1516,Perempuan,5/17/2001 0:00,Bandung,Teknik Informatika,2021
NIM01517,Mahasiswa_1517,Laki-Laki,6/30/2000 0:00,Jakarta,Akuntansi,2023
NIM01518,Mahasiswa_1518,Laki-Laki,1/1/2003 0:00,Yogyakarta,Teknik Informatika,2023
NIM01519,Mahasiswa_1519,Perempuan,2/13/1997 0:00,Bandung,Kedokteran,2017
NIM01520,Mahasiswa_1520,Laki-Laki,8/15/1997 0:00,Jakarta,Manajemen,2022
NIM01521,Mahasiswa_1521,Perempuan,11/27/1997 0:00,Medan,Manajemen,2018
NIM01522,Mahasiswa_1522,Laki-Laki,4/7/2004 0:00,Surabaya,Akuntansi,2018
NIM01523,Mahasiswa_1523,Laki-Laki,7/27/1997 0:00,Yogyakarta,Manajemen,2020
NIM01524,Mahasiswa_1524,Laki-Laki,9/22/2003 0:00,Yogyakarta,Manajemen,2023
NIM01525,Mahasiswa_1525,Laki-Laki,10/15/1998 0:00,Yogyakarta,Manajemen,2018
NIM01526,Mahasiswa_1526,Laki-Laki,9/28/2001 0:00,Surabaya,Manajemen,2023
NIM01527,Mahasiswa_1527,Laki-Laki,5/20/2003 0:00,Jakarta,Manajemen,2018
NIM01528,Mahasiswa_1528,Laki-Laki,8/25/2001 0:00,Bandung,Kedokteran,2021
NIM01529,Mahasiswa_1529,Perempuan,3/13/2003 0:00,Jakarta,Teknik Informatika,2017
NIM01530,Mahasiswa_1530,Perempuan,6/4/1997 0:00,Bandung,Hukum,2023
NIM01531,Mahasiswa_1531,Perempuan,7/9/1998 0:00,Yogyakarta,Manajemen,2019
NIM01532,Mahasiswa_1532,Perempuan,9/25/2002 0:00,Jakarta,Hukum,2017
NIM01533,Mahasiswa_1533,Perempuan,11/16/2000 0:00,Yogyakarta,Hukum,2020
NIM01534,Mahasiswa_1534,Laki-Laki,4/17/1999 0:00,Medan,Kedokteran,2017
NIM01535,Mahasiswa_1535,Laki-Laki,8/20/1998 0:00,Yogyakarta,Manajemen,2018
NIM01536,Mahasiswa_1536,Perempuan,2/11/2002 0:00,Yogyakarta,Hukum,2020
NIM01537,Mahasiswa_1537,Laki-Laki,7/9/1995 0:00,Bandung,Manajemen,2017
NIM01538,Mahasiswa_1538,Perempuan,5/19/2003 0:00,Medan,Akuntansi,2020
NIM01539,Mahasiswa_1539,Perempuan,4/13/1995 0:00,Yogyakarta,Akuntansi,2019
NIM01540,Mahasiswa_1540,Laki-Laki,6/20/2002 0:00,Yogyakarta,Akuntansi,2017
NIM01541,Mahasiswa_1541,Laki-Laki,12/17/1998 0:00,Medan,Hukum,2023
NIM01542,Mahasiswa_1542,Laki-Laki,9/30/2003 0:00,Medan,Akuntansi,2023
NIM01543,Mahasiswa_1543,Perempuan,8/9/1999 0:00,Jakarta,Kedokteran,2022
NIM01544,Mahasiswa_1544,Laki-Laki,8/1/1997 0:00,Bandung,Kedokteran,2018
NIM01545,Mahasiswa_1545,Perempuan,12/7/2003 0:00,Medan,Hukum,2020
NIM01546,Mahasiswa_1546,Perempuan,2/25/2003 0:00,Medan,Manajemen,2022
NIM01547,Mahasiswa_1547,Perempuan,12/8/1998 0:00,Surabaya,Teknik Informatika,2022
NIM01548,Mahasiswa_1548,Laki-Laki,4/12/1998 0:00,Medan,Manajemen,2021
NIM01549,Mahasiswa_1549,Laki-Laki,7/11/2002 0:00,Bandung,Manajemen,2020
NIM01550,Mahasiswa_1550,Perempuan,11/5/1996 0:00,Yogyakarta,Manajemen,2022
NIM01551,Mahasiswa_1551,Laki-Laki,7/19/2003 0:00,Yogyakarta,Manajemen,2021
NIM01552,Mahasiswa_1552,Laki-Laki,8/20/2000 0:00,Yogyakarta,Teknik Informatika,2022
NIM01553,Mahasiswa_1553,Laki-Laki,8/15/2003 0:00,Yogyakarta,Akuntansi,2018
NIM01554,Mahasiswa_1554,Perempuan,5/19/2002 0:00,Surabaya,Manajemen,2019
NIM01555,Mahasiswa_1555,Perempuan,12/10/2001 0:00,Medan,Kedokteran,2021
NIM01556,Mahasiswa_1556,Laki-Laki,11/1/1995 0:00,Yogyakarta,Hukum,2019
NIM01557,Mahasiswa_1557,Perempuan,5/29/1997 0:00,Jakarta,Hukum,2020
NIM01558,Mahasiswa_1558,Laki-Laki,4/24/1996 0:00,Yogyakarta,Kedokteran,2018
NIM01559,Mahasiswa_1559,Laki-Laki,3/4/1999 0:00,Medan,Manajemen,2021
NIM01560,Mahasiswa_1560,Laki-Laki,4/14/1999 0:00,Yogyakarta,Teknik Informatika,2020
NIM01561,Mahasiswa_1561,Laki-Laki,12/5/1999 0:00,Surabaya,Akuntansi,2022
NIM01562,Mahasiswa_1562,Perempuan,12/25/1998 0:00,Bandung,Hukum,2023
NIM01563,Mahasiswa_1563,Perempuan,6/5/1999 0:00,Bandung,Akuntansi,2017
NIM01564,Mahasiswa_1564,Perempuan,9/30/1997 0:00,Medan,Teknik Informatika,2020
NIM01565,Mahasiswa_1565,Laki-Laki,1/6/1995 0:00,Bandung,Hukum,2019
NIM01566,Mahasiswa_1566,Laki-Laki,5/27/1999 0:00,Bandung,Akuntansi,2018
NIM01567,Mahasiswa_1567,Laki-Laki,7/3/2003 0:00,Jakarta,Teknik Informatika,2018
NIM01568,Mahasiswa_1568,Perempuan,1/28/2003 0:00,Medan,Akuntansi,2020
NIM01569,Mahasiswa_1569,Laki-Laki,2/7/1998 0:00,Medan,Manajemen,2022
NIM01570,Mahasiswa_1570,Perempuan,4/29/1997 0:00,Bandung,Teknik Informatika,2017
NIM01571,Mahasiswa_1571,Perempuan,10/20/1995 0:00,Bandung,Akuntansi,2019
NIM01572,Mahasiswa_1572,Perempuan,8/31/1996 0:00,Bandung,Manajemen,2020
NIM01573,Mahasiswa_1573,Perempuan,3/9/2002 0:00,Surabaya,Manajemen,2020
NIM01574,Mahasiswa_1574,Perempuan,8/2/1995 0:00,Yogyakarta,Teknik Informatika,2023
NIM01575,Mahasiswa_1575,Perempuan,8/6/2002 0:00,Surabaya,Kedokteran,2018
NIM01576,Mahasiswa_1576,Laki-Laki,6/26/2001 0:00,Medan,Hukum,2019
NIM01577,Mahasiswa_1577,Laki-Laki,10/26/2002 0:00,Jakarta,Teknik Informatika,2017
NIM01578,Mahasiswa_1578,Perempuan,6/12/2000 0:00,Yogyakarta,Manajemen,2018
NIM01579,Mahasiswa_1579,Perempuan,2/27/2003 0:00,Jakarta,Manajemen,2020
NIM01580,Mahasiswa_1580,Laki-Laki,9/26/1997 0:00,Medan,Teknik Informatika,2018
NIM01581,Mahasiswa_1581,Perempuan,11/3/2004 0:00,Medan,Kedokteran,2018
NIM01582,Mahasiswa_1582,Perempuan,2/27/1998 0:00,Jakarta,Hukum,2021
NIM01583,Mahasiswa_1583,Laki-Laki,10/14/2000 0:00,Jakarta,Akuntansi,2018
NIM01584,Mahasiswa_1584,Perempuan,4/15/2002 0:00,Jakarta,Teknik Informatika,2022
NIM01585,Mahasiswa_1585,Perempuan,8/16/1999 0:00,Medan,Hukum,2018
NIM01586,Mahasiswa_1586,Perempuan,9/4/1997 0:00,Bandung,Hukum,2022
NIM01587,Mahasiswa_1587,Laki-Laki,7/6/2000 0:00,Jakarta,Manajemen,2019
NIM01588,Mahasiswa_1588,Laki-Laki,3/24/1998 0:00,Yogyakarta,Akuntansi,2018
NIM01589,Mahasiswa_1589,Laki-Laki,7/5/2003 0:00,Medan,Teknik Informatika,2017
NIM01590,Mahasiswa_1590,Perempuan,9/9/1997 0:00,Surabaya,Manajemen,2022
NIM01591,Mahasiswa_1591,Perempuan,12/21/1998 0:00,Surabaya,Manajemen,2022
NIM01592,Mahasiswa_1592,Laki-Laki,8/26/2001 0:00,Yogyakarta,Kedokteran,2020
NIM01593,Mahasiswa_1593,Perempuan,12/26/2001 0:00,Bandung,Hukum,2019
NIM01594,Mahasiswa_1594,Perempuan,7/3/1998 0:00,Jakarta,Teknik Informatika,2018
NIM01595,Mahasiswa_1595,Perempuan,10/10/2000 0:00,Medan,Teknik Informatika,2023
NIM01596,Mahasiswa_1596,Perempuan,7/29/1997 0:00,Jakarta,Teknik Informatika,2017
NIM01597,Mahasiswa_1597,Perempuan,10/30/2000 0:00,Medan,Manajemen,2020
NIM01598,Mahasiswa_1598,Laki-Laki,10/22/1996 0:00,Surabaya,Kedokteran,2019
NIM01599,Mahasiswa_1599,Perempuan,4/7/2002 0:00,Jakarta,Akuntansi,2022
NIM01600,Mahasiswa_1600,Laki-Laki,7/26/1996 0:00,Yogyakarta,Manajemen,2017
NIM01601,Mahasiswa_1601,Perempuan,5/17/2001 0:00,Bandung,Akuntansi,2018
NIM01602,Mahasiswa_1602,Laki-Laki,7/3/2003 0:00,Yogyakarta,Kedokteran,2023
NIM01603,Mahasiswa_1603,Perempuan,3/17/1995 0:00,Bandung,Hukum,2021
NIM01604,Mahasiswa_1604,Laki-Laki,10/14/2002 0:00,Jakarta,Teknik Informatika,2021
NIM01605,Mahasiswa_1605,Perempuan,5/22/2001 0:00,Jakarta,Akuntansi,2019
NIM01606,Mahasiswa_1606,Laki-Laki,8/24/2000 0:00,Bandung,Manajemen,2023
NIM01607,Mahasiswa_1607,Perempuan,1/25/2000 0:00,Surabaya,Akuntansi,2017
NIM01608,Mahasiswa_1608,Laki-Laki,10/16/2000 0:00,Medan,Hukum,2020
NIM01609,Mahasiswa_1609,Perempuan,3/8/2003 0:00,Yogyakarta,Teknik Informatika,2017
NIM01610,Mahasiswa_1610,Laki-Laki,9/6/1996 0:00,Yogyakarta,Akuntansi,2023
NIM01611,Mahasiswa_1611,Laki-Laki,4/28/1995 0:00,Yogyakarta,Hukum,2022
NIM01612,Mahasiswa_1612,Perempuan,3/13/2000 0:00,Jakarta,Manajemen,2021
NIM01613,Mahasiswa_1613,Perempuan,10/8/2004 0:00,Yogyakarta,Kedokteran,2019
NIM01614,Mahasiswa_1614,Laki-Laki,12/26/2002 0:00,Medan,Manajemen,2018
NIM01615,Mahasiswa_1615,Perempuan,1/10/1997 0:00,Medan,Teknik Informatika,2017
NIM01616,Mahasiswa_1616,Laki-Laki,7/29/2004 0:00,Bandung,Manajemen,2021
NIM01617,Mahasiswa_1617,Laki-Laki,11/19/1995 0:00,Jakarta,Manajemen,2020
NIM01618,Mahasiswa_1618,Laki-Laki,6/1/2003 0:00,Medan,Manajemen,2019
NIM01619,Mahasiswa_1619,Perempuan,1/5/1995 0:00,Surabaya,Manajemen,2018
NIM01620,Mahasiswa_1620,Laki-Laki,7/14/1997 0:00,Jakarta,Teknik Informatika,2017
NIM01621,Mahasiswa_1621,Laki-Laki,10/10/2002 0:00,Jakarta,Hukum,2020
NIM01622,Mahasiswa_1622,Perempuan,4/23/1997 0:00,Medan,Akuntansi,2018
NIM01623,Mahasiswa_1623,Perempuan,9/28/1998 0:00,Surabaya,Kedokteran,2022
NIM01624,Mahasiswa_1624,Perempuan,6/12/2002 0:00,Bandung,Akuntansi,2021
NIM01625,Mahasiswa_1625,Perempuan,4/15/1995 0:00,Medan,Akuntansi,2022
NIM01626,Mahasiswa_1626,Laki-Laki,6/29/2000 0:00,Surabaya,Kedokteran,2021
NIM01627,Mahasiswa_1627,Laki-Laki,2/13/1995 0:00,Jakarta,Teknik Informatika,2020
NIM01628,Mahasiswa_1628,Laki-Laki,10/9/1995 0:00,Surabaya,Kedokteran,2022
NIM01629,Mahasiswa_1629,Laki-Laki,6/24/2002 0:00,Jakarta,Teknik Informatika,2021
NIM01630,Mahasiswa_1630,Perempuan,6/11/1998 0:00,Medan,Akuntansi,2019
NIM01631,Mahasiswa_1631,Laki-Laki,12/17/1995 0:00,Medan,Teknik Informatika,2020
NIM01632,Mahasiswa_1632,Laki-Laki,12/5/2004 0:00,Yogyakarta,Hukum,2021
NIM01633,Mahasiswa_1633,Perempuan,5/20/2001 0:00,Yogyakarta,Kedokteran,2017
NIM01634,Mahasiswa_1634,Laki-Laki,5/12/1999 0:00,Yogyakarta,Hukum,2021
NIM01635,Mahasiswa_1635,Laki-Laki,3/28/1999 0:00,Medan,Akuntansi,2022
NIM01636,Mahasiswa_1636,Laki-Laki,6/25/1995 0:00,Bandung,Kedokteran,2019
NIM01637,Mahasiswa_1637,Laki-Laki,7/1/2004 0:00,Medan,Akuntansi,2018
NIM01638,Mahasiswa_1638,Laki-Laki,5/8/2000 0:00,Surabaya,Hukum,2018
NIM01639,Mahasiswa_1639,Laki-Laki,9/3/2003 0:00,Medan,Akuntansi,2021
NIM01640,Mahasiswa_1640,Perempuan,3/30/2003 0:00,Medan,Kedokteran,2018
NIM01641,Mahasiswa_1641,Perempuan,3/7/2002 0:00,Jakarta,Kedokteran,2021
NIM01642,Mahasiswa_1642,Laki-Laki,6/7/1999 0:00,Jakarta,Akuntansi,2019
NIM01643,Mahasiswa_1643,Laki-Laki,5/29/1995 0:00,Jakarta,Kedokteran,2018
NIM01644,Mahasiswa_1644,Perempuan,12/6/2003 0:00,Medan,Kedokteran,2022
NIM01645,Mahasiswa_1645,Laki-Laki,4/26/1995 0:00,Bandung,Akuntansi,2022
NIM01646,Mahasiswa_1646,Laki-Laki,8/2/2002 0:00,Surabaya,Hukum,2017
NIM01647,Mahasiswa_1647,Laki-Laki,10/21/1999 0:00,Surabaya,Kedokteran,2021
NIM01648,Mahasiswa_1648,Perempuan,9/10/1997 0:00,Bandung,Kedokteran,2018
NIM01649,Mahasiswa_1649,Laki-Laki,5/23/2001 0:00,Bandung,Kedokteran,2022
NIM01650,Mahasiswa_1650,Perempuan,9/7/2001 0:00,Surabaya,Kedokteran,2023
NIM01651,Mahasiswa_1651,Laki-Laki,10/29/2003 0:00,Yogyakarta,Akuntansi,2019
NIM01652,Mahasiswa_1652,Perempuan,1/25/2001 0:00,Jakarta,Hukum,2019
NIM01653,Mahasiswa_1653,Perempuan,10/4/1997 0:00,Jakarta,Hukum,2023
NIM01654,Mahasiswa_1654,Laki-Laki,3/11/1995 0:00,Surabaya,Teknik Informatika,2023
NIM01655,Mahasiswa_1655,Perempuan,4/23/2002 0:00,Bandung,Kedokteran,2017
NIM01656,Mahasiswa_1656,Laki-Laki,12/29/1997 0:00,Yogyakarta,Kedokteran,2019
NIM01657,Mahasiswa_1657,Perempuan,4/22/2002 0:00,Surabaya,Teknik Informatika,2019
NIM01658,Mahasiswa_1658,Laki-Laki,12/30/2002 0:00,Jakarta,Hukum,2018
NIM01659,Mahasiswa_1659,Laki-Laki,10/30/1999 0:00,Medan,Manajemen,2021
NIM01660,Mahasiswa_1660,Perempuan,4/1/1995 0:00,Bandung,Manajemen,2020
NIM01661,Mahasiswa_1661,Laki-Laki,1/18/2004 0:00,Medan,Hukum,2019
NIM01662,Mahasiswa_1662,Laki-Laki,5/29/2001 0:00,Surabaya,Kedokteran,2019
NIM01663,Mahasiswa_1663,Perempuan,8/14/2004 0:00,Jakarta,Manajemen,2020
NIM01664,Mahasiswa_1664,Laki-Laki,8/2/1999 0:00,Yogyakarta,Akuntansi,2019
NIM01665,Mahasiswa_1665,Laki-Laki,12/26/2002 0:00,Medan,Akuntansi,2018
NIM01666,Mahasiswa_1666,Perempuan,5/31/2003 0:00,Yogyakarta,Teknik Informatika,2018
NIM01667,Mahasiswa_1667,Perempuan,7/11/2001 0:00,Jakarta,Hukum,2020
NIM01668,Mahasiswa_1668,Laki-Laki,2/9/2001 0:00,Medan,Hukum,2022
NIM01669,Mahasiswa_1669,Laki-Laki,8/30/1995 0:00,Yogyakarta,Manajemen,2019
NIM01670,Mahasiswa_1670,Perempuan,5/18/1998 0:00,Yogyakarta,Kedokteran,2022
